sample_id,ai_chrom_index,uid,n_ai_peaks,n_ignored_weak,n_review_required,channel_alert_level,random_order
test3_54,139.0,hexazinone-1,1,0,0,GREEN,1322
test3_7,462.0,fonofos-2,1,0,0,GREEN,1323
test3_4,190.0,methacrifos-2,1,0,1,YELLOW,1324
test3_33,470.0,iprobenfos-2,1,0,0,GREEN,1325
test3_21,112.0,probenazole-2,1,0,0,GREEN,1326
test3_47,312.0,chlorpropham-2,1,0,0,GREEN,1327
test3_49,125.0,bendiocarb-1,1,0,0,GREEN,1328
test3_38,46.0,imidaclothiz-2,1,0,0,GREEN,1329
test3_54,189.0,methacrifos-1,1,0,0,GREEN,1330
test3_32,379.0,acetochlor-1,1,0,0,GREEN,1331
test3_56,217.0,fensulfothion-1,1,0,0,GREEN,1332
test3_12,375.0,iprovalicarb-1,1,0,0,GREEN,1333
test3_26,392.0,cyclosulfamuron-2,1,0,0,GREEN,1334
test3_52,275.0,flucetosulfuron-1,1,0,0,GREEN,1335
test3_27,694.0,methoprene-2,2,0,1,RED,1336
test3_45,54.0,diethyl aminoethyl hexanoate-2,1,0,1,YELLOW,1337
test3_52,188.0,disulfoton sulfone-2,1,0,0,GREEN,1338
test3_34,243.0,flumorph-1,1,0,0,GREEN,1339
test3_52,248.0,azinphos-methyl-2,1,0,0,GREEN,1340
test3_20,202.0,mesosulfuron-methyl-2,1,0,0,GREEN,1341
test3_45,476.0,isofenphos-methyl-2,1,0,0,GREEN,1342
test3_24,667.0,flufenoxuron-1,1,0,0,GREEN,1343
test3_16,98.0,phosmet oxon-2,2,0,1,RED,1344
test3_23,543.0,dimepiperate-1,2,0,1,RED,1345
test3_55,525.0,bitertanol-1,2,0,1,RED,1346
test3_31,447.0,silthiofam-1,1,0,0,GREEN,1347
test3_35,523.0,triflumuron-1,1,0,0,GREEN,1348
test3_21,601.0,teflubenzuron-1,5,0,5,RED,1349
test3_11,364.0,pyridaphenthion-2,1,0,0,GREEN,1350
test3_44,121.0,phenamacril-1,1,0,0,GREEN,1351
test3_19,673.0,spiromesifen-1,3,1,1,RED,1352
test3_28,654.0,coumoxystrobin-2,1,0,0,GREEN,1353
test3_55,639.0,triallate-1,1,0,0,GREEN,1354
test3_49,60.0,trichlorfon-2,1,0,0,GREEN,1355
test3_31,349.0,bromuconazole-1,2,0,1,RED,1356
test3_49,456.0,etrimfos-2,1,0,0,GREEN,1357
test3_34,254.0,chlorantraniliprole-2,1,0,0,GREEN,1358
test3_47,667.0,flufenoxuron-1,1,0,0,GREEN,1359
test3_48,632.0,tolfenpyrad-2,1,0,0,GREEN,1360
test3_13,372.0,fluopyram-2,1,0,0,GREEN,1361
test3_39,425.0,Fenoxycarb-1,1,0,0,GREEN,1362
test3_23,313.0,molinate-1,1,0,0,GREEN,1363
test3_29,472.0,carfentrazone-ethyl-2,1,0,0,GREEN,1364
test3_32,678.0,pyrethrins I-2,1,0,0,GREEN,1365
test3_15,324.0,flutolanil-2,1,0,0,GREEN,1366
test3_25,607.0,sethoxydim-1,1,0,1,RED,1367
test3_35,272.0,pyriftalid-2,1,0,0,GREEN,1368
test3_50,528.0,diniconazole-2,1,0,0,GREEN,1369
test3_16,401.0,cyazofamid-1,1,0,0,GREEN,1370
test3_48,504.0,flubendiamide-2,2,0,1,RED,1371
test3_10,405.0,epoxiconazole-1,1,0,0,GREEN,1372
test3_29,330.0,mepronil-2,1,0,0,GREEN,1373
test3_12,440.0,quinalphos-2,1,0,0,GREEN,1374
test3_48,686.0,pyridaben-2,1,0,0,GREEN,1375
test3_49,181.0,demeton-S-methyl-1,1,0,0,GREEN,1376
test3_40,607.0,sethoxydim-1,1,0,1,YELLOW,1377
test3_19,595.0,terbufos-1,2,1,0,GREEN,1378
test3_17,21.0,demeton-S-methyl-sulfone-1,1,0,0,GREEN,1379
test3_16,522.0,prochloraz-2,1,0,0,GREEN,1380
test3_31,208.0,metazachlor-2,1,0,0,GREEN,1381
test3_9,673.0,spiromesifen-1,3,0,2,RED,1382
test3_7,363.0,pyridaphenthion-1,1,0,0,GREEN,1383
test3_45,297.0,flurtamone-1,1,0,0,GREEN,1384
test3_53,344.0,triadimefon-2,1,0,0,GREEN,1385
test3_49,527.0,diniconazole-1,1,0,0,GREEN,1386
test3_11,443.0,kresoxim-methyl-1,2,0,1,RED,1387
test3_28,379.0,acetochlor-1,1,0,0,GREEN,1388
test3_53,164.0,fenthion sulfoxide-2,1,0,0,GREEN,1389
test3_46,115.0,dichlorvos-1,1,0,0,GREEN,1390
test3_9,577.0,pretilachlor-1,1,0,0,GREEN,1391
test3_7,261.0,promecarb-1,3,0,2,RED,1392
test3_17,547.0,ametoctradin-1,1,0,0,GREEN,1393
test3_8,231.0,clethodim sulfone-1,3,0,2,RED,1394
test3_49,46.0,imidaclothiz-2,1,0,0,GREEN,1395
test3_5,154.0,sulfentrazone-2,5,0,4,RED,1396
test3_18,686.0,pyridaben-2,1,0,0,GREEN,1397
test3_5,570.0,trifloxystrobin-2,2,0,1,RED,1398
test3_24,640.0,triallate-2,1,0,0,GREEN,1399
test3_23,438.0,phoxim-2,1,0,0,GREEN,1400
test3_5,412.0,uniconazole-2,2,0,1,RED,1401
test3_12,167.0,pirimicarb-1,1,0,0,GREEN,1402
test3_5,538.0,pencycuron-2,1,0,0,GREEN,1403
test3_46,699.0,bifenthrin-1,2,1,0,GREEN,1404
test3_33,186.0,isoprocarb-2,1,0,0,GREEN,1405
test3_33,366.0,fenhexamid-2,1,0,0,GREEN,1406
test3_17,400.0,diflubenzuron-2,2,0,2,RED,1407
test3_46,522.0,prochloraz-2,1,0,0,GREEN,1408
test3_44,30.0,monocrotophos-2,2,0,1,RED,1409
test3_15,27.0,chlordimeform-1,1,0,0,GREEN,1410
test3_49,68.0,demeton-S-sulfoxide-2,1,0,0,GREEN,1411
test3_17,341.0,procymidone-1,1,0,0,GREEN,1412
test3_44,67.0,demeton-S-sulfoxide-1,1,0,0,GREEN,1413
test3_9,633.0,lactofen-1,2,1,0,GREEN,1414
test3_44,175.0,chlortoluron-1,1,0,0,GREEN,1415
test3_35,326.0,chlorimuron-ethyl-2,1,0,0,GREEN,1416
test3_26,481.0,penthiopyrad-1,1,0,0,GREEN,1417
test3_43,621.0,furathiocarb-1,1,0,0,GREEN,1418
test3_30,157.0,carbaryl-1,1,0,0,GREEN,1419
test3_9,597.0,oxaziclomefone-1,1,0,0,GREEN,1420
test3_48,340.0,ethoxysulfuron-2,1,0,0,GREEN,1421
test3_33,428.0,parathion-2,1,0,0,GREEN,1422
test3_11,110.0,cyanazine-2,2,1,0,GREEN,1423
test3_46,684.0,spirodiclofen-2,1,0,0,GREEN,1424
test3_49,130.0,propoxur-2,1,0,0,GREEN,1425
test3_21,590.0,spinosad D-2,1,0,0,GREEN,1426
test3_20,353.0,triflusulfuron-methyl-1,1,0,0,GREEN,1427
test3_56,659.0,lufenuron-1,1,0,0,GREEN,1428
test3_15,226.0,orthosulfamuron-2,1,0,0,GREEN,1429
test3_54,205.0,diuron-1,1,0,0,GREEN,1430
test3_23,209.0,propachlor-1,1,0,0,GREEN,1431
test3_22,470.0,iprobenfos-2,1,0,0,GREEN,1432
test3_48,362.0,triazophos-2,1,0,0,GREEN,1433
test3_20,651.0,tralkoxydim-1,1,0,0,GREEN,1434
test3_24,605.0,novaluron-1,1,0,0,GREEN,1435
test3_8,36.0,spirotetramat-enol-2,2,0,2,RED,1436
test3_19,276.0,flucetosulfuron-2,1,0,0,GREEN,1437
test3_48,658.0,pyribenzoxim-2,1,0,0,GREEN,1438
test3_3,378.0,fenarimol-2,2,0,2,RED,1439
test3_46,133.0,metribuzin-1,1,0,0,GREEN,1440
test3_40,305.0,boscalid-1,1,0,0,GREEN,1441
test3_36,72.0,Chloridazon-2,1,0,0,GREEN,1442
test3_43,667.0,flufenoxuron-1,1,0,0,GREEN,1443
test3_35,214.0,forchlorfenuron-2,1,0,0,GREEN,1444
test3_17,655.0,emamectin B1a-1,1,0,0,GREEN,1445
test3_22,426.0,Fenoxycarb-2,1,0,0,GREEN,1446
test3_35,315.0,paclobutrazol-1,2,0,1,RED,1447
test3_42,513.0,pirimiphos-methyl-1,1,0,0,GREEN,1448
test3_6,411.0,uniconazole-1,2,0,1,RED,1449
test3_55,97.0,phosmet oxon-1,1,0,0,GREEN,1450
test3_31,108.0,cinosulfuron-2,1,0,0,GREEN,1451
test3_4,212.0,isocarbophos-2,1,0,1,YELLOW,1452
test3_41,42.0,clothianidin-2,1,0,0,GREEN,1453
test3_12,556.0,spinosad A-2,1,0,0,GREEN,1454
test3_13,456.0,etrimfos-2,1,0,0,GREEN,1455
test3_48,573.0,indoxacarb-1,1,0,0,GREEN,1456
test3_13,554.0,isopyrazam-2,1,0,0,GREEN,1457
test3_11,526.0,bitertanol-2,1,0,1,RED,1458
test3_41,494.0,edifenphos-2,1,0,0,GREEN,1459
test3_50,541.0,pyraoxystrobin-1,1,0,0,GREEN,1460
test3_46,519.0,phosalone-1,1,0,0,GREEN,1461
test3_31,195.0,atrazine-1,1,0,0,GREEN,1462
test3_26,219.0,isoxaflutole-1,1,0,0,GREEN,1463
test3_46,509.0,pyrimorph-1,1,0,0,GREEN,1464
test3_35,163.0,fenthion sulfoxide-1,1,0,0,GREEN,1465
test3_3,40.0,imidacloprid-2,2,0,1,RED,1466
test3_12,448.0,silthiofam-2,1,0,0,GREEN,1467
test3_44,183.0,phorate sulfoxide-1,1,0,0,GREEN,1468
test3_38,255.0,phosmet-1,1,0,0,GREEN,1469
test3_23,21.0,demeton-S-methyl-sulfone-1,1,0,0,GREEN,1470
test3_6,333.0,myclobutanil-1,1,0,0,GREEN,1471
test3_47,591.0,fenoxaprop-P-ethyl-1,1,0,0,GREEN,1472
test3_15,344.0,triadimefon-2,1,0,0,GREEN,1473
test3_32,158.0,carbaryl-2,2,1,0,GREEN,1474
test3_48,220.0,isoxaflutole-2,1,0,0,GREEN,1475
test3_44,610.0,cyflumetofen-2,1,0,0,GREEN,1476
test3_6,597.0,oxaziclomefone-1,1,0,0,GREEN,1477
test3_33,94.0,thiabendazole-2,1,0,0,GREEN,1478
test3_44,470.0,iprobenfos-2,1,0,0,GREEN,1479
test3_54,406.0,epoxiconazole-2,1,0,0,GREEN,1480
test3_16,530.0,pyraclostrobin-2,1,0,0,GREEN,1481
test3_20,204.0,isoproturon-2,2,0,2,RED,1482
test3_54,308.0,propyzamide-2,1,0,0,GREEN,1483
test3_33,592.0,fenoxaprop-P-ethyl-2,1,0,0,GREEN,1484
test3_28,650.0,hexythiazox-2,1,0,0,GREEN,1485
test3_32,434.0,rotenone-2,1,0,0,GREEN,1486
test3_12,392.0,cyclosulfamuron-2,1,0,0,GREEN,1487
test3_38,414.0,thifluzamide-2,1,0,0,GREEN,1488
test3_14,1.0,methamidophos-1,2,0,1,RED,1489
test3_52,391.0,cyclosulfamuron-1,1,0,0,GREEN,1490
test3_40,306.0,boscalid-2,1,0,0,GREEN,1491
test3_50,245.0,clomazone-1,1,0,0,GREEN,1492
test3_55,452.0,phenthoate-2,1,0,0,GREEN,1493
test3_11,228.0,fenpropidin-2,1,0,0,GREEN,1494
test3_6,558.0,diflufenican-2,1,0,0,GREEN,1495
test3_32,523.0,triflumuron-1,1,0,0,GREEN,1496
test3_22,435.0,dimoxystrobin-1,1,0,0,GREEN,1497
test3_6,292.0,fenpropimorph-2,1,0,0,GREEN,1498
test3_41,520.0,phosalone-2,1,0,0,GREEN,1499
test3_4,547.0,ametoctradin-1,1,0,0,GREEN,1500
test3_10,672.0,fenpropathrin-2,3,0,3,RED,1501
test3_4,342.0,procymidone-2,2,0,1,RED,1502
test3_9,171.0,penoxsulam-1,1,0,0,GREEN,1503
test3_42,437.0,phoxim-1,1,0,0,GREEN,1504
test3_8,104.0,phosphamidon-2,2,0,1,RED,1505
test3_56,501.0,tolclofos-methyl-1,1,0,0,GREEN,1506
test3_26,357.0,isazofos-1,1,0,0,GREEN,1507
test3_27,156.0,tebuthiuron-2,1,0,0,GREEN,1508
test3_40,307.0,propyzamide-1,1,0,0,GREEN,1509
test3_31,11.0,aldicarb sulfoxide-1,1,0,0,GREEN,1510
test3_31,126.0,bendiocarb-2,1,0,0,GREEN,1511
test3_20,432.0,fenamiphos-2,1,0,0,GREEN,1512
test3_11,264.0,linuron-2,1,0,0,GREEN,1513
test3_8,577.0,pretilachlor-1,1,0,0,GREEN,1514
test3_35,673.0,spiromesifen-1,1,0,0,GREEN,1515
test3_35,93.0,thiabendazole-1,1,0,0,GREEN,1516
test3_51,558.0,diflufenican-2,1,0,0,GREEN,1517
test3_51,398.0,propisochlor-2,1,0,0,GREEN,1518
test3_38,241.0,metazosulfuron-1,1,0,0,GREEN,1519
test3_19,25.0,thiamethoxam-1,1,0,0,GREEN,1520
test3_7,298.0,flurtamone-2,4,3,0,GREEN,1521
test3_43,380.0,acetochlor-2,1,0,0,GREEN,1522
test3_34,179.0,disulfoton sulfoxide-1,1,0,0,GREEN,1523
test3_4,208.0,metazachlor-2,1,0,0,GREEN,1524
test3_47,258.0,pyrimethanil-2,1,0,0,GREEN,1525
test3_48,163.0,fenthion sulfoxide-1,1,0,0,GREEN,1526
test3_17,561.0,cycloxydim-1,1,0,0,GREEN,1527
test3_47,161.0,fenamiphos sulfone-1,1,0,0,GREEN,1528
test3_29,263.0,linuron-1,1,0,0,GREEN,1529
test3_27,9.0,oxamyl oxime-1,1,0,0,GREEN,1530
test3_32,576.0,butachlor-2,1,0,0,GREEN,1531
test3_15,342.0,procymidone-2,2,0,1,RED,1532
test3_53,323.0,flutolanil-1,1,0,0,GREEN,1533
test3_24,82.0,pirimicarb-desmethyl-2,1,0,0,GREEN,1534
test3_27,481.0,penthiopyrad-1,1,0,0,GREEN,1535
test3_29,77.0,cymoxanil-1,1,0,0,GREEN,1536
test3_39,582.0,fluoroglycofen-ethyl-2,1,0,0,GREEN,1537
test3_11,384.0,flufenacet-2,1,0,0,GREEN,1538
test3_42,263.0,linuron-1,1,0,0,GREEN,1539
test3_24,446.0,penconazole-2,1,0,0,GREEN,1540
test3_7,651.0,tralkoxydim-1,3,0,3,RED,1541
test3_19,196.0,atrazine-2,1,0,0,GREEN,1542
test3_35,208.0,metazachlor-2,1,0,0,GREEN,1543
test3_44,588.0,fenaminstrobin-2,1,0,0,GREEN,1544
test3_41,450.0,Diclobutrazol-2,3,0,2,RED,1545
test3_25,113.0,thifensulfuron-methyl-1,1,0,0,GREEN,1546
test3_12,112.0,probenazole-2,1,0,0,GREEN,1547
test3_23,173.0,fosthiazate-1,1,0,0,GREEN,1548
test3_51,463.0,tebufenozide-1,2,1,0,GREEN,1549
test3_27,70.0,methiocarb sulfone-2,1,0,0,GREEN,1550
test3_48,475.0,isofenphos-methyl-1,1,0,0,GREEN,1551
test3_54,97.0,phosmet oxon-1,1,0,0,GREEN,1552
test3_53,557.0,diflufenican-1,1,0,0,GREEN,1553
test3_6,407.0,chromafenozide-1,2,0,1,RED,1554
test3_22,318.0,dimethomorph-2,2,0,1,RED,1555
test3_24,186.0,isoprocarb-2,1,0,0,GREEN,1556
test3_48,388.0,napropamide-2,1,0,0,GREEN,1557
test3_46,501.0,tolclofos-methyl-1,1,0,0,GREEN,1558
test3_11,192.0,phorate sulfone-2,3,0,3,RED,1559
test3_18,325.0,chlorimuron-ethyl-1,1,0,0,GREEN,1560
test3_38,450.0,Diclobutrazol-2,3,0,2,RED,1561
test3_13,204.0,isoproturon-2,4,0,4,RED,1562
test3_26,14.0,dinotefuran-2,1,0,0,GREEN,1563
test3_4,545.0,EPN-1,3,1,2,RED,1564
test3_34,334.0,myclobutanil-2,1,0,0,GREEN,1565
test3_35,259.0,fenobucarb-1,1,0,0,GREEN,1566
test3_34,353.0,triflusulfuron-methyl-1,1,0,1,YELLOW,1567
test3_18,647.0,metaflumizone-1,1,0,0,GREEN,1568
test3_19,481.0,penthiopyrad-1,1,0,0,GREEN,1569
test3_43,36.0,spirotetramat-enol-2,1,0,0,GREEN,1570
test3_18,401.0,cyazofamid-1,1,0,0,GREEN,1571
test3_31,159.0,carboxin-1,1,0,0,GREEN,1572
test3_29,600.0,spinetoram J-2,1,0,0,GREEN,1573
test3_7,378.0,fenarimol-2,4,0,4,RED,1574
test3_26,164.0,fenthion sulfoxide-2,1,0,0,GREEN,1575
test3_6,270.0,benazolin-ethyl-2,5,0,5,RED,1576
test3_23,600.0,spinetoram J-2,1,0,0,GREEN,1577
test3_36,223.0,metalaxyl-1,1,0,0,GREEN,1578
test3_55,383.0,flufenacet-1,1,0,0,GREEN,1579
test3_37,30.0,monocrotophos-2,1,0,0,GREEN,1580
test3_24,544.0,dimepiperate-2,3,0,3,RED,1581
test3_50,655.0,emamectin B1a-1,1,0,0,GREEN,1582
test3_16,46.0,imidaclothiz-2,2,0,1,RED,1583
test3_19,65.0,sulfoxaflor-1,2,0,2,RED,1584
test3_10,349.0,bromuconazole-1,2,0,2,RED,1585
test3_52,301.0,halosulfuron-methyl-1,1,0,0,GREEN,1586
test3_10,539.0,cyflufenamid-1,1,0,0,GREEN,1587
test3_16,396.0,metolachlor-2,1,0,0,GREEN,1588
test3_46,235.0,methidathion-1,1,0,0,GREEN,1589
test3_38,575.0,butachlor-1,1,0,0,GREEN,1590
test3_53,481.0,penthiopyrad-1,1,0,0,GREEN,1591
test3_10,549.0,difenoconazole-1,1,0,0,GREEN,1592
test3_13,40.0,imidacloprid-2,2,1,1,YELLOW,1593
test3_25,524.0,triflumuron-2,1,0,0,GREEN,1594
test3_8,71.0,Chloridazon-1,5,2,2,RED,1595
test3_24,147.0,malaoxon-1,1,0,0,GREEN,1596
test3_5,574.0,indoxacarb-2,1,0,0,GREEN,1597
test3_5,424.0,bupirimate-2,1,0,0,GREEN,1598
test3_31,549.0,difenoconazole-1,1,0,0,GREEN,1599
test3_43,643.0,ethion-1,1,0,0,GREEN,1600
test3_18,646.0,pendimethalin-2,1,0,0,GREEN,1601
test3_19,556.0,spinosad A-2,1,0,0,GREEN,1602
test3_13,101.0,metolcarb-1,2,0,2,RED,1603
test3_51,522.0,prochloraz-2,1,0,0,GREEN,1604
test3_6,289.0,fenamidone-1,1,0,0,GREEN,1605
test3_47,628.0,pyriproxyfen-2,1,0,0,GREEN,1606
test3_29,148.0,malaoxon-2,1,0,0,GREEN,1607
test3_52,80.0,mevinphos-2,1,0,0,GREEN,1608
test3_40,667.0,flufenoxuron-1,1,0,0,GREEN,1609
test3_27,452.0,phenthoate-2,2,0,1,RED,1610
test3_21,623.0,oxadiazon-1,1,0,0,GREEN,1611
test3_6,693.0,methoprene-1,1,0,0,GREEN,1612
test3_35,312.0,chlorpropham-2,1,0,0,GREEN,1613
test3_24,323.0,flutolanil-1,1,0,0,GREEN,1614
test3_18,309.0,azoxystrobin-1,1,0,0,GREEN,1615
test3_30,365.0,fenhexamid-1,1,0,0,GREEN,1616
test3_47,455.0,etrimfos-1,1,0,0,GREEN,1617
test3_29,303.0,pyrisoxazole-1,2,0,1,RED,1618
test3_22,626.0,propaquizafop-2,1,0,0,GREEN,1619
test3_44,683.0,spirodiclofen-1,1,0,0,GREEN,1620
test3_43,457.0,picoxystrobin-1,1,0,0,GREEN,1621
test3_17,138.0,simazine-2,2,0,1,RED,1622
test3_56,570.0,trifloxystrobin-2,1,0,0,GREEN,1623
test3_50,550.0,difenoconazole-2,1,0,0,GREEN,1624
test3_27,537.0,pencycuron-1,1,0,0,GREEN,1625
test3_15,159.0,carboxin-1,1,0,0,GREEN,1626
test3_56,387.0,napropamide-1,1,0,0,GREEN,1627
test3_31,564.0,ipconazole-2,2,0,1,RED,1628
test3_17,351.0,pyrazosulfuron-ethyl-1,1,0,0,GREEN,1629
test3_40,552.0,cadusafos-2,1,0,0,GREEN,1630
test3_37,631.0,tolfenpyrad-1,1,0,0,GREEN,1631
test3_20,79.0,mevinphos-1,3,0,2,RED,1632
test3_49,414.0,thifluzamide-2,1,0,0,GREEN,1633
test3_12,12.0,aldicarb sulfoxide-2,1,0,1,YELLOW,1634
test3_32,580.0,profenofos-2,1,0,0,GREEN,1635
test3_55,528.0,diniconazole-2,1,0,0,GREEN,1636
test3_53,79.0,mevinphos-1,1,0,0,GREEN,1637
test3_25,7.0,omethoate-1,1,0,0,GREEN,1638
test3_56,245.0,clomazone-1,1,0,0,GREEN,1639
test3_4,85.0,fensulfothion oxon-1,3,0,3,RED,1640
test3_16,643.0,ethion-1,1,0,0,GREEN,1641
test3_18,168.0,pirimicarb-2,1,0,0,GREEN,1642
test3_10,502.0,tolclofos-methyl-2,3,0,3,RED,1643
test3_7,382.0,alachlor-2,3,0,3,RED,1644
test3_22,579.0,profenofos-1,1,0,0,GREEN,1645
test3_45,316.0,paclobutrazol-2,1,0,0,GREEN,1646
test3_21,621.0,furathiocarb-1,1,0,0,GREEN,1647
test3_48,244.0,flumorph-2,1,0,0,GREEN,1648
test3_7,83.0,florasulam-1,2,0,1,RED,1649
test3_48,584.0,hexaflumuron-2,1,0,0,GREEN,1650
test3_49,400.0,diflubenzuron-2,2,0,1,RED,1651
test3_24,444.0,kresoxim-methyl-2,2,1,0,GREEN,1652
test3_31,387.0,napropamide-1,1,0,0,GREEN,1653
test3_29,299.0,ethiprole-1,1,0,0,GREEN,1654
test3_18,86.0,fensulfothion oxon-2,1,0,0,GREEN,1655
test3_40,212.0,isocarbophos-2,1,0,0,GREEN,1656
test3_55,294.0,Dimethenamid-P-2,1,0,0,GREEN,1657
test3_34,268.0,albendazole-2,1,0,0,GREEN,1658
test3_37,22.0,demeton-S-methyl-sulfone-2,1,0,0,GREEN,1659
test3_4,450.0,Diclobutrazol-2,1,0,0,GREEN,1660
test3_20,266.0,propanil-2,1,0,0,GREEN,1661
test3_36,323.0,flutolanil-1,1,0,0,GREEN,1662
test3_31,65.0,sulfoxaflor-1,2,0,1,RED,1663
test3_12,147.0,malaoxon-1,1,0,0,GREEN,1664
test3_27,495.0,phorate-1,1,0,0,GREEN,1665
test3_11,391.0,cyclosulfamuron-1,1,0,0,GREEN,1666
test3_24,106.0,triflumizole metabolite FM-6-1-2,1,0,0,GREEN,1667
test3_19,283.0,terbufos sulfoxide-1,1,0,1,YELLOW,1668
test3_16,459.0,fluthiacet-methyl-1,1,0,0,GREEN,1669
test3_14,397.0,propisochlor-1,1,0,1,YELLOW,1670
test3_42,143.0,chlorsulfuron-1,1,0,0,GREEN,1671
test3_15,427.0,parathion-1,1,0,0,GREEN,1672
test3_45,89.0,fensulfothion oxon sulfone-1,1,0,0,GREEN,1673
test3_13,654.0,coumoxystrobin-2,1,0,0,GREEN,1674
test3_29,595.0,terbufos-1,1,0,0,GREEN,1675
test3_22,440.0,quinalphos-2,1,0,0,GREEN,1676
test3_33,567.0,amisulbrom-1,1,0,0,GREEN,1677
test3_36,122.0,phenamacril-2,1,0,0,GREEN,1678
test3_10,187.0,disulfoton sulfone-1,1,0,0,GREEN,1679
test3_34,593.0,quizalofop-ethyl-1,1,0,0,GREEN,1680
test3_5,14.0,dinotefuran-2,1,0,0,GREEN,1681
test3_13,597.0,oxaziclomefone-1,1,0,0,GREEN,1682
test3_19,375.0,iprovalicarb-1,1,0,0,GREEN,1683
test3_23,426.0,Fenoxycarb-2,1,0,0,GREEN,1684
test3_28,691.0,tau-fluvalinate-1,1,0,0,GREEN,1685
test3_34,87.0,phosfolan-1,1,0,0,GREEN,1686
test3_36,17.0,oxamyl-1,3,0,2,RED,1687
test3_37,59.0,trichlorfon-1,1,0,0,GREEN,1688
test3_32,194.0,flutriafol-2,1,0,0,GREEN,1689
test3_22,268.0,albendazole-2,1,0,0,GREEN,1690
test3_32,16.0,nitenpyram-2,1,0,0,GREEN,1691
test3_37,372.0,fluopyram-2,1,0,0,GREEN,1692
test3_33,437.0,phoxim-1,1,0,0,GREEN,1693
test3_8,213.0,forchlorfenuron-1,1,0,0,GREEN,1694
test3_24,367.0,methoxyfenozide-1,1,0,0,GREEN,1695
test3_22,693.0,methoprene-1,2,0,1,RED,1696
test3_16,321.0,fluopicolide-1,1,0,0,GREEN,1697
test3_10,297.0,flurtamone-1,1,0,0,GREEN,1698
test3_51,250.0,phenmedipham-2,1,0,0,GREEN,1699
test3_7,272.0,pyriftalid-2,3,0,2,RED,1700
test3_36,426.0,Fenoxycarb-2,1,0,0,GREEN,1701
test3_26,268.0,albendazole-2,1,0,0,GREEN,1702
test3_45,49.0,vamidothion-1,1,0,1,YELLOW,1703
test3_5,605.0,novaluron-1,1,0,0,GREEN,1704
test3_7,338.0,prometryn-2,1,0,0,GREEN,1705
test3_19,301.0,halosulfuron-methyl-1,1,0,0,GREEN,1706
test3_56,161.0,fenamiphos sulfone-1,1,0,0,GREEN,1707
test3_43,570.0,trifloxystrobin-2,1,0,0,GREEN,1708
test3_41,27.0,chlordimeform-1,1,0,0,GREEN,1709
test3_37,19.0,oxydemeton-methyl-1,1,0,0,GREEN,1710
test3_48,369.0,fenpyrazamine-1,1,0,0,GREEN,1711
test3_40,640.0,triallate-2,1,0,0,GREEN,1712
test3_42,442.0,chlorbenzuron-2,1,0,0,GREEN,1713
test3_43,199.0,tritosulfuron-1,4,0,4,RED,1714
test3_14,439.0,quinalphos-1,1,0,0,GREEN,1715
test3_39,14.0,dinotefuran-2,1,0,0,GREEN,1716
test3_12,569.0,trifloxystrobin-1,1,0,0,GREEN,1717
test3_30,449.0,Diclobutrazol-1,2,0,1,RED,1718
test3_26,655.0,emamectin B1a-1,1,0,0,GREEN,1719
test3_33,137.0,simazine-1,1,0,0,GREEN,1720
test3_14,701.0,pyridalyl-1,2,1,0,GREEN,1721
test3_56,48.0,methiocarb sulfoxide-2,1,0,0,GREEN,1722
test3_11,132.0,spirotetramat-mono-hydroxy-2,3,1,1,RED,1723
test3_10,653.0,coumoxystrobin-1,1,0,0,GREEN,1724
test3_7,391.0,cyclosulfamuron-1,1,0,0,GREEN,1725
test3_35,153.0,sulfentrazone-1,1,0,0,GREEN,1726
test3_42,83.0,florasulam-1,1,0,0,GREEN,1727
test3_43,497.0,diazinon-1,1,0,0,GREEN,1728
test3_24,125.0,bendiocarb-1,1,0,0,GREEN,1729
test3_47,561.0,cycloxydim-1,1,0,0,GREEN,1730
test3_28,461.0,fonofos-1,1,0,0,GREEN,1731
test3_27,669.0,etoxazole-1,1,0,0,GREEN,1732
test3_48,494.0,edifenphos-2,1,0,0,GREEN,1733
test3_54,263.0,linuron-1,1,0,1,YELLOW,1734
test3_56,381.0,alachlor-1,1,0,0,GREEN,1735
test3_15,305.0,boscalid-1,1,0,0,GREEN,1736
test3_5,269.0,benazolin-ethyl-1,3,0,2,RED,1737
test3_42,37.0,spirotetramat-enol-glucoside-1,1,0,0,GREEN,1738
test3_30,345.0,sedaxane-1,2,0,1,RED,1739
test3_6,358.0,isazofos-2,3,2,0,GREEN,1740
test3_42,90.0,fensulfothion oxon sulfone-2,1,0,0,GREEN,1741
test3_13,335.0,mandipropamid-1,1,0,0,GREEN,1742
test3_27,39.0,imidacloprid-1,1,0,0,GREEN,1743
test3_49,127.0,metsulfuron-methyl-1,1,0,0,GREEN,1744
test3_39,513.0,pirimiphos-methyl-1,1,0,0,GREEN,1745
test3_27,677.0,pyrethrins I-1,1,0,0,GREEN,1746
test3_26,623.0,oxadiazon-1,1,0,0,GREEN,1747
test3_27,305.0,boscalid-1,1,0,0,GREEN,1748
test3_39,491.0,propiconazole-1,1,0,1,YELLOW,1749
test3_45,427.0,parathion-1,1,0,0,GREEN,1750
test3_42,419.0,cyprodinil-1,1,0,0,GREEN,1751
test3_45,288.0,saflufenacil-2,1,0,0,GREEN,1752
test3_6,507.0,benalaxyl-1,1,0,0,GREEN,1753
test3_4,542.0,pyraoxystrobin-2,1,0,0,GREEN,1754
